text	root	ending	clitic	partofspeech	form
Täksil	Täksil	0		H	sg n
Lill	Lill	0		H	sg n
Lattik	Lattik	0		H	sg n
Kaubil	Kaubil	0		H	sg n
Raudsepa	Raudsepa	0		H	sg n
Kuusel	Kuusel	0		H	sg n
Porgil	Porgil	0		H	sg n
Leming	Leming	0		H	sg n
Räbise	Räbise	0		H	sg n
Sõlgiga	Sõlg	ga		H	sg kom
Orravad	Orrav	d		H	sg g
Allasch	Allasch	0		H	sg n
Jõgi	Jõgi	0		H	sg n
Judrale	Judra	le		H	sg all
Malzmann	Malzmann	0		H	sg n
Mai	Mai	0		H	sg n
kahjo	kahju	0		S	sg g
Purgal	Purga	l		H	sg ad
Margussoni	Margusson	0		H	sg g
Karult	Karult	0		H	sg n
Verki	Verk	0		H	sg g
Viljandi	Viljandi	0		H	sg n
Roosson	Roosson	0		H	sg n
keigelt	kõik	lt		P	sg abl
Until	Until	0		H	sg n
Maril	Mari	l		H	sg ad
nädalt	nädal	t		S	sg p
Laossonil	Laosson	l		H	sg ad
Õ.	Õ.	0		Y	sg n
Kangi	Kang	0		H	sg g
Rande	Rande	0		H	sg n
Tannilassest	Tannilas	t		H	sg p
Silgi	Silgi	0		H	sg n
Saarde	Saarde	0		H	sg n
Pärsti	Pärsti	0		H	sg n
Tõhk	Tõhk	0		H	sg n
Udsar	Udsar	0		H	sg n
Reichenberg	Reichenberg	0		H	sg n
Sõlg	Sõlg	0		H	sg n
Saare	Saare	0		H	sg n
Margus	Margus	0		H	sg n
Nitov	Nitov	0		H	sg n
Tompil	Tompil	0		H	sg n
Pikasilla	Pikasilla	0		H	sg n
Audova	Audova	0		H	sg n
palkid	palk	d		S	pl n
Tõhu	Tõhu	0		H	sg n
Vallavanem	Vallavanem	0		H	sg n
Karro	Karro	0		H	sg n
S.	S.	0		Y	sg n
Sarit	Sarit	0		H	sg n
valla	valla	0		H	sg n
Tiid	Tiid	d		H	sg n
Tuul	Tuul	0		H	sg n
Kutzmann	Kutzmann	0		H	sg n
Peeter	Peeter	0		H	sg n
Vallavannem	Vallavannem	0		H	sg n
Suislepa	Suislepa	0		H	sg n
Mikkul	Mikko	l		H	sg ad
Tannilas	Tannilas	0		H	sg n
Kattak	Kattak	0		H	sg n
käiatel	käija	tel		S	pl ad
Margusson	Margusson	0		H	sg n
Nukki	Nukk	0		H	sg g
Lutz	Lutz	0		H	sg n
Märtin	Märtin	0		H	sg n
Talor	Talor	0		H	sg n
Mõnnaste	Mõnnaste	te		H	sg n
Derfeldeni	Derfeldeni	0		H	sg n
Jürgensoni	Jürgens	0		H	sg g
Reet	Reet	0		H	sg n
Leppik	Leppik	0		H	sg n
Jaak	Jaak	0		H	sg n
Purga	Purga	0		H	sg n
Ottin	Ottin	0		H	sg n
Varrik	Varrik	0		H	sg n
Laissussel	Laissussel	0		H	sg n
Laossoni	Laosson	0		H	sg g
Uee	Uee	0		H	sg n
Volt	Volt	0		H	sg n
Janussel	Janussel	0		H	sg n
Lipp	Lipp	0		H	sg n
annud	and	nud		V	nud
Käriku	Kärik	0		H	sg g
Andr	Andr	0		H	sg n
Ligemetsa	Ligemetsa	0		H	sg n
Luiga	Luiga	0		H	sg n
Lamberti	Lamberti	0		H	sg n
Jaaksoniga	Jaakson	ga		H	sg kom
Sirrul	Sirrul	0		H	sg n
Vidrik	Vidrik	0		H	sg n
K.	K.	0		Y	sg n
Lukku	Lukk	0		H	sg g
Feltmann	Feltmann	0		H	sg n
Mall	Mall	0		H	sg n
Narritz	Narritz	0		H	sg n
Madison	Madison	0		H	sg n
Seero	Seero	0		H	sg n
Rein	Rein	0		H	sg n
