text	root	ending	clitic	partofspeech	form
Pangotivallast	Pangotivallast	st		H	sg n
Jerve	Jerv	0		H	sg g
Tallol	Tallo	l		H	sg ad
panniko	panek	0		S	sg p
Lätlassel	Lätlassel	0		H	sg n
Nr2	Nr2	0		Y	sg n
Kihhelkonnakohtu	Kihhelkonna	0		H	sg g
Tähkverrest	Tähkverrest	0		H	sg n
Papperd	Papperd	0		H	sg n
Möldre	Möldre	0		H	sg n
Lõstal	Lõstal	0		H	sg n
Kruustük	Kruustük	0		H	sg n
Linno	Linno	0		H	sg n
Talrikud	Talrikud	d		H	sg n
A	A	0		Y	sg n
Ellajade	Ellajade	0		H	sg n
Torf	Torf	0		H	sg n
Laas	Laas	0		H	sg n
Pets	Pets	0		H	sg n
Peterburgi	Peterburgi	0		H	sg n
Troschka	troska	0		S	sg n
Orravast	Orrava	t		H	sg p
Rosnek	Rosnek	0		H	sg n
Obbesest	Obbese	t		H	sg p
Saksa	Saksa	0		H	sg n
valla	valla	0		H	sg n
Erreli	Errel	0		H	sg g
Hainamaad	Hainamaa	d		H	sg g
Kärriste	Kärriste	0		H	sg n
Krami	Krami	0		H	sg n
Saddul	sadul	0		S	sg n
Suitze	Suitze	0		H	sg n
Reimann	Reimann	0		H	sg n
Tisleril	Tisler	l		H	sg ad
Mert	Mert	0		H	sg n
Tallomõtsast	Tallomõtsast	st		H	sg n
Amme	Amme	0		H	sg n
Mäeloga	Mäeloga	ga		H	sg n
Pegel	Pegel	0		H	sg n
Põddera	Põdder	0		H	sg g
Maggemats	Maggemats	0		H	sg n
Kesva	Kesvi	0		H	sg n
Kulles	Kulles	0		H	sg n
Sängin	Sängin	0		H	sg n
Magemats	Magemats	0		H	sg n
Luk	Luk	0		H	sg n
Leet	Leet	0		H	sg n
Dorfschmidt	Dorfschmidt	0		H	sg n
Tisler	Tisler	0		H	sg n
Tarto	Tarto	0		H	sg n
Soldat	Soldat	0		H	sg n
Kravi	Kravi	0		H	sg n
visil	viisil	0		K	
Tam	Tam	0		H	sg n
