text	root	ending	clitic	partofspeech	form
Buschmann	Buschmann	0		H	sg n
Miina	Miina	0		H	sg n
Frey	Frey	0		H	sg n
Kochiga	Koch	ga		H	sg kom
Voimanile	Voimanile	0		H	sg n
Saare	Saar	0		H	sg g
Jaanile	Jaan	le		H	sg all
Karro	Karro	0		H	sg n
Mustvee	Mustve	0		H	sg g
Kull	Kull	0		H	sg n
Ramul	Ramul	0		H	sg n
Leeno	Leeno	0		H	sg n
Tomingaga	Toming	ga		H	sg kom
Mai	Mai	0		H	sg n
Amjerve	Amjerv	0		H	sg g
Amor	Amor	0		H	sg n
Tomingale	Toming	le		H	sg all
Karel	Karel	0		H	sg n
Marti	Marti	0		H	sg n
Tähe	Tähe	0		H	sg n
Kasevere	Kasevere	0		H	sg n
küla	küla	0		H	sg n
Reinkubjas	Reinkubjas	0		H	sg n
Perandt	Perandt	0		H	sg n
Peebsen	Peebsen	0		H	sg n
Tibbinale	Tibbin	le		H	sg all
Leiten	Leiten	0		H	sg n
Diesfeldi	Diesfeldi	0		H	sg n
hõikanud	hõika	nud		V	nud
Buschmanni	Buschmann	0		H	sg g
Mikulin	Mikulin	0		H	sg n
vedanuvad	veda	sid		S	pl p
vedanuvad	veda	sid		V	sid
Olaus	Olaus	0		H	sg n
Hiermit	Hiermit	0		H	sg n
Pirni	Pirn	0		H	sg g
Mart	Mart	0		H	sg n
Kessel	Kessel	0		H	sg n
Koolmann	Koolmann	0		H	sg n
Luua	Luua	0		H	sg n
Brunn	Brunn	0		H	sg n
viinuvad	vii	sid		V	sid
viinuvad	viis	d		S	pl n
vallavalitsusele	vallavalitsusele	le		H	sg n
Kasele	Kasele	le		H	sg n
Laur	Laur	0		H	sg n
jüripäev	jüri_päev	0		S	sg n
külasse	küla	sse		H	sg ill
Beckman	Beckman	0		H	sg n
Seeri	Seeri	0		H	sg n
Aunpul	Aunpu	l		H	sg ad
Tiidu	Tiidu	0		H	sg n
Karjamaa	Karjamaa	0		H	sg n
Lassmann	Lassmann	0		H	sg n
Lõppe	Lõppe	0		H	sg n
Tõnu	Tõnu	0		H	sg n
Mikkori	Mikkori	0		H	sg g
Kirs	Kirs	0		H	sg n
vallas	vallas	s		H	sg n
Nicolai	Nicolai	0		H	sg n
Anna	Anna	0		H	sg n
Amjervelt	Amjerv	t		H	sg p
Märkus	Märkus	0		H	sg n
Leiteni	Leiten	0		H	sg g
Asper	Asper	0		H	sg n
I	I	0		Y	sg n
Beckmannile	Beckmanni	le		H	sg all
Lomp	Lomp	0		H	sg n
Sirgu	Sirgu	0		H	sg n
talo	talu	0		S	sg g
talo	talu	0		V	o
talo	talu	0		S	sg n
talo	talu	0		S	sg p
Toma	Toma	0		H	sg n
kaebanud	kaeba	nud		V	nud
Marie	Marie	0		H	sg n
Leitmann	Leiten	0		H	sg g
Tõnnis	Tõnnis	s		H	sg n
Vaado	Vaado	0		H	sg n
saand	saa	nud		V	nud
saand	saa=nud	0		A	
saand	saa=nud	0		A	sg n
saand	saa=nud	d		A	pl n
saand	saanu	d		S	pl n
Tomingat	Toming	t		H	sg p
Martsen	Mart	0		H	sg g
Mõra	Mõra	0		H	sg n
Umal	Umal	0		H	sg n
Aspri	Aspri	0		H	sg n
Josep	Josep	0		H	sg n
Vaabi	Vaab	0		H	sg g
Maksab	Maksab	b		H	sg n
Viiki	Viik	0		H	sg g
Leihter	Leihter	0		H	sg n
Gustav	Gustav	0		H	sg n
Johannson	Johan	0		H	sg g
Ello	Ello	0		H	sg n
Tibbina	Tibbin	0		H	sg g
Luiga	Luiga	0		H	sg n
Asperi	Asper	0		H	sg g
sepa	sepa	0		H	sg n
Eriku	Eriku	0		H	sg n
Reastvere	Reastvere	0		H	sg n
Koch	Koch	0		H	sg n
Tõnis	Tõnis	0		H	sg n
Kuremalt	Kuremalt	lt		H	sg n
Lorenzon	Lorenzon	0		H	sg n
Kantkülast	Kantküla	t		H	sg p
Tibin	Tibin	0		H	sg n
külas	küla	s		H	sg g
Reinelleri	Reinelleri	0		H	sg n
Tuuterile	Tuuter	le		H	sg all
Jõgeva	Jõgeva	0		H	sg n
Mauren	Mauren	0		H	sg n
Laiuse	Laiuse	0		H	sg n
Blaule	Blau	le		H	sg all
Malm	Malm	0		H	sg n
Mihel	Mihel	0		H	sg n
Puurmanni	Puurmanni	0		H	sg n
Küti	Küti	0		H	sg n
Johannsoni	Johan	0		H	sg g
Laiuselt	Laiuse	t		H	sg p
Lorenzoniga	Lorenzoni	ga		H	sg kom
Amorile	Amor	le		H	sg all
Peebsenile	Peebsen	le		H	sg all
Vaimastverest	Vaimastverest	st		H	sg n
jõe	jõe	0		H	sg n
Elm	Elm	0		H	sg n
Noa	Noa	0		H	sg n
Mustve	Mustve	0		H	sg n
Lauri	Lauri	0		H	sg n
A.	A.	0		Y	sg n
Karo	Karo	0		H	sg n
Jahr	Jahr	0		H	sg n
Domainivalitsuse	Domainikohtuga	0		H	sg g
Beckmann	Beckmann	0		H	sg n
Villem	Villem	0		H	sg n
Tartu	Tartu	0		H	sg n
Lepaga	Lepa	ga		H	sg kom
appellation	apellatsioon	0		S	sg n
Freybergi	Freyberg	0		H	sg g
Morra	Morra	0		H	sg n
jääbnud	jää	nud		V	nud
Posti	Posti	0		H	sg n
Voimann	Voimann	0		H	sg n
Radovere	Radovere	0		H	sg n
Vaabile	Vaab	le		H	sg all
Domainikohtuga	Domainikohtuga	ga		H	sg n
Tähkvere	Tähkvere	0		H	sg n
Jalaki	Jalaki	0		H	sg n
Josepi	Josepi	0		H	sg n
Reinellerile	Reineller	le		H	sg all
Murs	Murs	0		H	sg n
Leihtri	Leihter	0		H	sg n
Jaan	Jaan	0		H	sg n
Davet	Davet	0		H	sg n
külast	külast	st		H	sg n
Pärnale	Pärn	le		H	sg all
Lepp	Lepp	0		H	sg n
G.	G.	0		Y	sg n
Blau	Blau	0		H	sg n
Joseph	Joseph	0		H	sg n
Dampf	Dampf	0		H	sg n
Tarto	Tarto	0		H	sg n
Birk	Birk	0		H	sg n
kihelkonnakohtu	kihelkonnakohtu	0		H	sg n
Brusi	Brusi	0		H	sg n
Pritsu	Pritsu	0		H	sg n
Elmi	Elmi	0		H	sg n
Herrn	Herrn	0		H	sg n
J.	J.	0		Y	sg n
Vaab	Vaab	0		H	sg n
Domainivalitsusele	Domainikohtuga	le		H	sg all
appelatsiooni	apellatsioon	0		S	sg g
Aunpu	Aunpu	0		H	sg n
Bruus	Bruus	0		H	sg n
Hanseni	Hans	0		H	sg g
Rõigas	Rõigas	0		H	sg n
Pers	Pers	0		H	sg n
Kuusk	Kuusk	0		H	sg n
Amjerv	Amjerv	0		H	sg n
Täht	Täht	0		H	sg n
Reinberg	Reinberg	0		H	sg n
Suuman	Suuman	0		H	sg n
Dampt-Kessel	Dampt-Kessel	0		H	sg n
Kuremaal	Kuremaal	0		H	sg n
Mikk	Mikk	0		H	sg n
Maakohtu	Maakohtu	0		H	sg n
Augsbergi	Augsberg	0		H	sg g
Tooma	Tooma	0		H	sg n
Mursi	Mursi	0		H	sg n
Ludvig	Ludvig	0		H	sg n
Saar	Saar	0		H	sg n
Augsberg	Augsberg	0		H	sg n
