Kuresele	####				
	#Kuresele	0		H	sg g
küla	@küla	0		S	sg g
    	küla	0		S	sg n
    	küla	0		S	sg p
peremeeste	pere_mees	te		S	pl g
saadikud	saadik	d		S	pl n
Jüri	Jüri	0		H	sg g
    	@Jüri	0		H	sg n
Vunck	####				
	#Vunck	0		H	sg n
ja	ja	0		J	
Juri	Juri	0		H	sg g
    	@Juri	0		H	sg n
Soontak	####				
	#Soontak	0		H	sg n
kaivasid	####				
	#kaeba	sid		V	sid
nimetud	nimetu	d		A	pl n
	£nimeta	tud		V	tud
küla	@küla	0		S	sg g
    	küla	0		S	sg n
    	küla	0		S	sg p
peremeeste	pere_mees	te		S	pl g
nimel	@nimel	0		K	
     	nimi	l		S	sg ad
,	,			Z	
et	et	0		J	
Vastopä	####				
	#Vastopä	0		H	sg g
küla	@küla	0		S	sg g
    	küla	0		S	sg n
    	küla	0		S	sg p
peremehed	pere_mees	d		S	pl n
–	-			Z	
Mihkel	@Mihkel	0		H	sg n
      	mihkel	0		A	sg n
      	mihkel	0		S	sg n
Pernit	####				
	#Pernit	0		H	sg n
,	,			Z	
Fritz	####				
	#Fritz	0		H	sg n
Vastopäh	####				
	#Vastopä	0		H	sg n
,	,			Z	
Jaan	@Jaan	0		H	sg n
    	jaan	0		S	sg n
    	jaan	0		Y	?
Vilipson	####				
	#Vilipson	0		H	sg n
,	,			Z	
Tõnis	Tõnis	0		H	sg n
Tächt	####				
	#Tächt	0		H	sg n
,	,			Z	
Mihkel	@Mihkel	0		H	sg n
      	mihkel	0		A	sg n
      	mihkel	0		S	sg n
Saumann	sau_mann	0		S	sg n
	£Saumann	0		H	sg n
ja	ja	0		J	
Ado	Ado	0		H	sg g
   	@Ado	0		H	sg n
Simm	Simm	0		H	sg n
umbes	umbes	0		A	
     	@umbes	0		D	
     	umme	s		S	sg in
30	30	0		N	?
ruutsülda	ruut_süld	0		S	adt
         	@ruut_süld	0		S	sg p
paasi	paas	0		S	adt
     	@paas	0		S	sg p
Kuresele	####				
	#Kuresele	0		H	sg g
küla	@küla	0		S	sg g
    	küla	0		S	sg n
    	küla	0		S	sg p
karjasmaalt	####				
	#karja_maa	lt		S	sg el
murdnud	@murd	nud		V	nud
       	murd=nu	d		S	pl n
       	murd=nud	0		A	
       	murd=nud	0		A	sg n
       	murd=nud	d		A	pl n
ja	ja	0		J	
võerastele	####				
	#võõras	tele		S	pl all
müünud	@müü	nud		V	nud
      	müü=nu	d		S	pl n
      	müü=nud	0		A	
      	müü=nud	0		A	sg n
      	müü=nud	d		A	pl n
.	.			Z	
Küll	@küll	0		D	
    	küll	0		S	sg n
on	ole	0		V	b
  	@ole	0		V	vad
Kuresele	####				
	#Kuresele	0		H	sg g
küla	@küla	0		S	sg g
    	küla	0		S	sg n
    	küla	0		S	sg p
peremehed	pere_mees	d		S	pl n
ja	ja	0		J	
Mihkli	Mihkel	0		H	sg g
      	@Mihkli	0		H	sg g
      	mihkel	0		A	sg g
      	mihkel	0		S	sg g
      	Mihkli	0		H	sg n
kiriku	kirik	0		S	sg g
mõisa	mõis	0		S	sg g
valitsus	valitsus	0		S	sg n
keelanud	@keela	nud		V	nud
        	keela=nu	d		S	pl n
        	keela=nud	0		A	
        	keela=nud	0		A	sg n
        	keela=nud	d		A	pl n
et	et	0		J	
nemad	tema	d		P	pl n
sealt	@sealt	0		D	
     	siga	lt		A	sg abl
     	siga	lt		S	sg abl
murda	murd	a		V	da
ei	ei	0		D	
  	@ei	0		V	neg
tohi	tohti	0		V	o
,	,			Z	
aga	aga	0		J	
Vastopäh	####				
	#Vastopä	0		H	sg g
küla	@küla	0		S	sg g
    	küla	0		S	sg n
    	küla	0		S	sg p
peremehed	pere_mees	d		S	pl n
ei	ei	0		D	
  	@ei	0		V	neg
ole	ole	0		V	o
sest	@see	st		P	sg el
    	sest	0		J	
keeldusest	####				
	#keeld	st		S	sg el
tähelegi	täht	le	gi	S	sg all
        	@tähele	0	gi	X	
pannud	pan=nu	d		S	pl n
      	pan=nud	0		A	
      	pan=nud	0		A	sg n
      	pan=nud	d		A	pl n
      	@pane	nud		V	nud
.	.			Z	
Sellepärast	selle_pärast	0		D	
nõudvad	nõudev	d		A	pl n
	£nõud	vad		V	vad
Jüri	Jüri	0		H	sg g
    	@Jüri	0		H	sg n
Vunck	####				
	#Vunck	0		H	sg n
ja	ja	0		J	
Jüri	Jüri	0		H	sg g
    	@Jüri	0		H	sg n
Soontak	####				
	#Soontak	0		H	sg n
iga	@iga	0		P	sg g
   	iga	0		P	sg n
   	iga	0		P	sg p
   	iga	0		S	sg n
   	iga	0		S	sg p
pae	paas	0		S	sg g
sülla	süld	0		S	sg g
pealt	pea	lt		S	sg abl
     	pealt	0		D	
     	@pealt	0		K	
mis	mis	0		P	pl n
   	@mis	0		P	sg n
Vastopä	####				
	#Vastopä	0		H	sg g
peremehed	pere_mees	d		S	pl n
Kuresele	####				
	#Kuresele	0		H	sg g
küla	@küla	0		S	sg g
    	küla	0		S	sg n
    	küla	0		S	sg p
karjasmaal	####				
	#karja_maa	l		S	sg ad
murdnud	@murd	nud		V	nud
       	murd=nu	d		S	pl n
       	murd=nud	0		A	
       	murd=nud	0		A	sg n
       	murd=nud	d		A	pl n
–	-			Z	
2	2	0		N	?
rubla	rubla	0		S	sg g
     	rubla	0		S	sg n
     	@rubla	0		S	sg p
75	75	0		N	?
kop	kop	0		Y	?
Kuresele	####				
	#Kuresele	0		H	sg g
küla	@küla	0		S	sg g
    	küla	0		S	sg n
    	küla	0		S	sg p
peremeeste	pere_mees	te		S	pl g
kahjutasumist	kahju_tasumine	t		S	sg p
,	,			Z	
ja	ja	0		J	
et	et	0		J	
Vastopä	####				
	#Vastopä	0		H	sg g
mehed	mees	d		S	pl n
Kuresele	####				
